Loai phong,Ngay dang,Gia phong,Dien tich,Suc chua,Dien,Nuoc,May lanh,WC rieng,Cho de xe,Wifi,Tu do,Khong chung chu,Tu lanh,May giat,Bao ve,Giuong ngu,Nau an,Tivi,Thu cung,Tu quan ao,Cua so,May nuoc nong,Gac lung,Quan,Nam,Nu
Căn hộ,2020-07-07,6600000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Phòng cho thuê,2020-07-07,6500000.0,34.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-07,8500000.0,45.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-07,6000000.0,28.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2020-07-07,6000000.0,28.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng ở ghép,2020-07-07,1220000.0,60.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-07,1220000.0,60.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-07,5500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-07-07,8500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-07,15000000.0,132.0,5.0,0.0,36000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,5300000.0,25.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,8500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-07,8500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-07,1800000.0,12.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,1
Căn hộ,2020-07-07,5300000.0,30.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,4800000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-07,4800000.0,25.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-07,8000000.0,40.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Căn hộ,2020-07-07,5500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-07,5500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-07,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Phòng cho thuê,2020-07-07,4000000.0,25.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-07,1800000.0,15.0,2.0,4000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-07-07,5000000.0,25.0,6.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,8800000.0,30.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,4800000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-07,3500000.0,20.0,5.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng ở ghép,2020-07-07,1200000.0,28.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2020-07-07,3900000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-07-07,4200000.0,24.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,3500000.0,24.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-07,6000000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,5000000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Ký túc xá,2020-07-07,5500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-07,4000000.0,22.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,5500000.0,40.0,3.0,3800.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,3500000.0,25.0,3.0,3000.0,72000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
Phòng cho thuê,2020-07-07,5500000.0,40.0,3.0,3800.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,4200000.0,30.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,7000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-07,4300000.0,25.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,5800000.0,30.0,4.0,3900.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,4500000.0,25.0,4.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,1200000.0,30.0,7.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Phòng cho thuê,2020-07-07,4300000.0,26.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-07,4300000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,4500000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng ở ghép,2020-07-07,6000000.0,35.0,6.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,4500000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-07,3500000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,1
Phòng cho thuê,2020-07-07,6000000.0,30.0,5.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-07,4500000.0,32.0,5.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-07,6500000.0,40.0,5.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,6500000.0,40.0,5.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-07,5500000.0,40.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-07,4500000.0,40.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-07,7000000.0,35.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng ở ghép,2020-07-07,1300000.0,32.0,3.0,4000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Căn hộ,2020-07-06,3000000.0,70.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 12,0,1
Phòng cho thuê,2020-07-06,3500000.0,22.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,9000000.0,35.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Căn hộ,2020-07-06,3500000.0,18.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,0,1
Căn hộ,2020-07-06,6500000.0,25.0,3.0,3800.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-06,5000000.0,32.0,6.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,5000000.0,30.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,5500000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-06,5500000.0,28.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-06,5500000.0,30.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-07-06,12000000.0,50.0,5.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-07-06,6500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-06,2500000.0,44.0,3.0,1500.0,12000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Hóc Môn,1,1
Căn hộ,2020-07-06,4200000.0,30.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2020-07-06,1200000.0,25.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-06,10000000.0,30.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,5500000.0,35.0,6.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-06,15000000.0,90.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-07-06,3000000.0,14.0,1.0,2000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,0,1
Phòng cho thuê,2020-07-06,5000000.0,24.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,4200000.0,24.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,6000000.0,25.0,3.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-06,4200000.0,25.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-06,13000000.0,70.0,4.0,200000.0,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-07-06,5000000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Ký túc xá,2020-07-06,3100000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-06,5000000.0,20.0,3.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-06,3000000.0,65.0,2.0,2000.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 9,1,1
Căn hộ,2020-07-06,12000000.0,74.0,10.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Phòng cho thuê,2020-07-06,6600000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,0
Căn hộ,2020-07-06,4500000.0,28.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Ký túc xá,2020-07-06,4500000.0,18.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-06,8000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-07-05,6000000.0,30.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-06,6800000.0,40.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-06,3500000.0,35.0,3.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-07-06,6000000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-05,7000000.0,35.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-05,5000000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-05,5000000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-05,1700000.0,18.0,4.0,-1000.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2020-07-05,5500000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-05,6000000.0,30.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-05,10500000.0,25.0,2.0,0.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,0,1
Phòng cho thuê,2020-07-05,2000000.0,16.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,0
Phòng cho thuê,2020-07-05,4500000.0,51.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 6,1,1
Phòng cho thuê,2020-07-05,4500000.0,18.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng ở ghép,2020-07-05,7500000.0,30.0,3.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-05,4500000.0,30.0,6.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Phòng cho thuê,2020-07-05,5000000.0,40.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-05,3000000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-05,5000000.0,25.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-07-05,4800000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-05,3300000.0,30.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-07-05,5000000.0,30.0,4.0,3000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-05,4000000.0,24.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-05,4500000.0,35.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng ở ghép,2020-07-05,1100000.0,15.0,2.0,1600.0,60000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Nhà Bè,0,1
Căn hộ,2020-07-05,7800000.0,30.0,4.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-07-05,6500000.0,35.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Nhà nguyên căn,2020-07-05,5000000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-05,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-07-05,3900000.0,28.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-05,3500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-04,5000000.0,20.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-07-04,1550000.0,100.0,10.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-07-04,6800000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2020-07-04,7500000.0,30.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-04,6500000.0,30.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2020-07-04,10000000.0,60.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-04,11000000.0,108.0,10.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Nhà nguyên căn,2020-07-04,8800000.0,40.0,4.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,1600000.0,15.2,2.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-04,4000000.0,28.0,3.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-07-04,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-07-04,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng ở ghép,2020-07-04,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-04,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-07-04,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-04,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-07-04,3500000.0,16.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-07-04,4000000.0,32.0,4.0,2500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Tân,1,1
Phòng cho thuê,2020-07-04,1600000.0,15.2,2.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-04,8200000.0,50.0,4.0,3900.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,3100000.0,28.0,4.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,4000000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,3500000.0,25.0,4.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,5300000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Ký túc xá,2020-07-04,9500000.0,45.0,3.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-07-04,8800000.0,30.0,3.0,3171.6048239853935,99359.45745573718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-07-04,2100000.0,12.0,1.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,0
Phòng cho thuê,2020-07-04,3400000.0,32.0,5.0,3000.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-07-04,3000000.0,25.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-04,5000000.0,16.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-07-04,5500000.0,23.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng ở ghép,2020-07-04,2700000.0,30.0,4.0,3000.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Ký túc xá,2020-07-04,6000000.0,35.0,2.0,3300.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-07-04,6500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Ký túc xá,2020-07-04,1100000.0,25.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2020-07-04,3500000.0,20.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
Ký túc xá,2020-07-04,5000000.0,42.0,3.0,3000.0,72000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-07-03,7000000.0,65.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
